GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",T,Establishments subject to federal income tax,001,All firms,2007,2352,1132523,100.0,327424,80505,10693
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",T,Establishments subject to federal income tax,804,4 largest firms,2007,270,205375,18.1,58008,14301,1780
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",T,Establishments subject to federal income tax,808,8 largest firms,2007,297,240136,21.2,67591,16461,2039
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",T,Establishments subject to federal income tax,820,20 largest firms,2007,347,297348,26.3,87079,21047,2427
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",T,Establishments subject to federal income tax,850,50 largest firms,2007,417,382878,33.8,110634,26893,3099
0100000US,,United States,8111183,"Electrical repair, motor vehicle",A,All establishments,001,All firms,2007,1056,385458,100.0,108465,26855,4162
0100000US,,United States,8111183,"Electrical repair, motor vehicle",A,All establishments,804,4 largest firms,2007,5,39244,10.2,10510,2490,248
0100000US,,United States,8111183,"Electrical repair, motor vehicle",A,All establishments,808,8 largest firms,2007,11,56321,14.6,17547,4277,429
0100000US,,United States,8111183,"Electrical repair, motor vehicle",A,All establishments,820,20 largest firms,2007,23,89456,23.2,26166,6310,727
0100000US,,United States,8111183,"Electrical repair, motor vehicle",A,All establishments,850,50 largest firms,2007,63,135590,35.2,37299,9110,1171
0100000US,,United States,8111183,"Electrical repair, motor vehicle",T,Establishments subject to federal income tax,001,All firms,2007,1056,385458,100.0,108465,26855,4162
0100000US,,United States,8111183,"Electrical repair, motor vehicle",T,Establishments subject to federal income tax,804,4 largest firms,2007,5,39244,10.2,10510,2490,248
0100000US,,United States,8111183,"Electrical repair, motor vehicle",T,Establishments subject to federal income tax,808,8 largest firms,2007,11,56321,14.6,17547,4277,429
0100000US,,United States,8111183,"Electrical repair, motor vehicle",T,Establishments subject to federal income tax,820,20 largest firms,2007,23,89456,23.2,26166,6310,727
0100000US,,United States,8111183,"Electrical repair, motor vehicle",T,Establishments subject to federal income tax,850,50 largest firms,2007,63,135590,35.2,37299,9110,1171
0100000US,,United States,8111184,Radiator repair,A,All establishments,001,All firms,2007,1217,516274,100.0,122137,29511,4452
0100000US,,United States,8111184,Radiator repair,A,All establishments,804,4 largest firms,2007,18,70880,13.7,12244,2948,241
0100000US,,United States,8111184,Radiator repair,A,All establishments,808,8 largest firms,2007,24,90162,17.5,18226,4346,384
0100000US,,United States,8111184,Radiator repair,A,All establishments,820,20 largest firms,2007,37,126892,24.6,25936,6183,600
0100000US,,United States,8111184,Radiator repair,A,All establishments,850,50 largest firms,2007,72,180012,34.9,40798,9767,1046
0100000US,,United States,8111184,Radiator repair,T,Establishments subject to federal income tax,001,All firms,2007,1217,516274,100.0,122137,29511,4452
0100000US,,United States,8111184,Radiator repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,18,70880,13.7,12244,2948,241
0100000US,,United States,8111184,Radiator repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,24,90162,17.5,18226,4346,384
0100000US,,United States,8111184,Radiator repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,37,126892,24.6,25936,6183,600
0100000US,,United States,8111184,Radiator repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,72,180012,34.9,40798,9767,1046
0100000US,,United States,8111189,All other motor vehicle repair,A,All establishments,001,All firms,2007,254,168950,100.0,49007,11869,1441
0100000US,,United States,8111189,All other motor vehicle repair,A,All establishments,804,4 largest firms,2007,4,26119,15.5,8673,2107,130
0100000US,,United States,8111189,All other motor vehicle repair,A,All establishments,808,8 largest firms,2007,10,43351,25.7,14570,3337,260
0100000US,,United States,8111189,All other motor vehicle repair,A,All establishments,820,20 largest firms,2007,25,72963,43.2,22250,5131,457
0100000US,,United States,8111189,All other motor vehicle repair,A,All establishments,850,50 largest firms,2007,58,107219,63.5,31661,7420,755
0100000US,,United States,8111189,All other motor vehicle repair,T,Establishments subject to federal income tax,001,All firms,2007,254,168950,100.0,49007,11869,1441
0100000US,,United States,8111189,All other motor vehicle repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,4,26119,15.5,8673,2107,130
0100000US,,United States,8111189,All other motor vehicle repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,10,43351,25.7,14570,3337,260
0100000US,,United States,8111189,All other motor vehicle repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,25,72963,43.2,22250,5131,457
0100000US,,United States,8111189,All other motor vehicle repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,58,107219,63.5,31661,7420,755
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",A,All establishments,001,All firms,2007,42559,30006211,100.0,9055447,2205415,254967
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",A,All establishments,804,4 largest firms,2007,1239,1241243,4.1,400194,96366,9507
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",A,All establishments,808,8 largest firms,2007,1429,1760677,5.9,566602,136477,12801
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",A,All establishments,820,20 largest firms,2007,1836,2405265,8.0,732946,177366,16799
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",A,All establishments,850,50 largest firms,2007,2159,3189875,10.6,985662,237705,21708
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",T,Establishments subject to federal income tax,001,All firms,2007,42559,30006211,100.0,9055447,2205415,254967
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",T,Establishments subject to federal income tax,804,4 largest firms,2007,1239,1241243,4.1,400194,96366,9507
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",T,Establishments subject to federal income tax,808,8 largest firms,2007,1429,1760677,5.9,566602,136477,12801
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",T,Establishments subject to federal income tax,820,20 largest firms,2007,1836,2405265,8.0,732946,177366,16799
0100000US,,United States,81112,"Automotive body, paint, interior, and glass repair",T,Establishments subject to federal income tax,850,50 largest firms,2007,2159,3189875,10.6,985662,237705,21708
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",A,All establishments,001,All firms,2007,35581,26412851,100.0,8063169,1968011,223942
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",A,All establishments,804,4 largest firms,2007,188,740123,2.8,261528,63007,4976
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",A,All establishments,808,8 largest firms,2007,323,1072801,4.1,368171,87613,7282
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",A,All establishments,820,20 largest firms,2007,526,1588354,6.0,507344,121737,10100
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",A,All establishments,850,50 largest firms,2007,695,2246708,8.5,716384,173115,14255
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",T,Establishments subject to federal income tax,001,All firms,2007,35581,26412851,100.0,8063169,1968011,223942
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",T,Establishments subject to federal income tax,804,4 largest firms,2007,188,740123,2.8,261528,63007,4976
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",T,Establishments subject to federal income tax,808,8 largest firms,2007,323,1072801,4.1,368171,87613,7282
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",T,Establishments subject to federal income tax,820,20 largest firms,2007,526,1588354,6.0,507344,121737,10100
0100000US,,United States,811121,"Automotive body, paint, and interior repair and maintenance",T,Establishments subject to federal income tax,850,50 largest firms,2007,695,2246708,8.5,716384,173115,14255
0100000US,,United States,8111211,Paint or body repair,A,All establishments,001,All firms,2007,33483,25498323,100.0,7819525,1910184,215632
0100000US,,United States,8111211,Paint or body repair,A,All establishments,804,4 largest firms,2007,188,740123,2.9,261528,63007,4976
0100000US,,United States,8111211,Paint or body repair,A,All establishments,808,8 largest firms,2007,323,1072801,4.2,368171,87613,7282
0100000US,,United States,8111211,Paint or body repair,A,All establishments,820,20 largest firms,2007,524,1550030,6.1,500434,121770,10099
0100000US,,United States,8111211,Paint or body repair,A,All establishments,850,50 largest firms,2007,692,2174223,8.5,697719,170023,14062
0100000US,,United States,8111211,Paint or body repair,T,Establishments subject to federal income tax,001,All firms,2007,33483,25498323,100.0,7819525,1910184,215632
0100000US,,United States,8111211,Paint or body repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,188,740123,2.9,261528,63007,4976
0100000US,,United States,8111211,Paint or body repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,323,1072801,4.2,368171,87613,7282
0100000US,,United States,8111211,Paint or body repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,524,1550030,6.1,500434,121770,10099
0100000US,,United States,8111211,Paint or body repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,692,2174223,8.5,697719,170023,14062
0100000US,,United States,8111212,Van conversion services,A,All establishments,001,All firms,2007,266,435678,100.0,90902,20735,2333
0100000US,,United States,8111212,Van conversion services,A,All establishments,804,4 largest firms,2007,15,134744,30.9,31417,5937,454
0100000US,,United States,8111212,Van conversion services,A,All establishments,808,8 largest firms,2007,25,170621,39.2,36571,7164,613
0100000US,,United States,8111212,Van conversion services,A,All establishments,820,20 largest firms,2007,38,246080,56.5,48680,10139,903
0100000US,,United States,8111212,Van conversion services,A,All establishments,850,50 largest firms,2007,71,335719,77.1,69130,14943,1451
0100000US,,United States,8111212,Van conversion services,T,Establishments subject to federal income tax,001,All firms,2007,266,435678,100.0,90902,20735,2333
0100000US,,United States,8111212,Van conversion services,T,Establishments subject to federal income tax,804,4 largest firms,2007,15,134744,30.9,31417,5937,454
0100000US,,United States,8111212,Van conversion services,T,Establishments subject to federal income tax,808,8 largest firms,2007,25,170621,39.2,36571,7164,613
0100000US,,United States,8111212,Van conversion services,T,Establishments subject to federal income tax,820,20 largest firms,2007,38,246080,56.5,48680,10139,903
0100000US,,United States,8111212,Van conversion services,T,Establishments subject to federal income tax,850,50 largest firms,2007,71,335719,77.1,69130,14943,1451
0100000US,,United States,8111213,Upholstery and interior repair,A,All establishments,001,All firms,2007,1832,478850,100.0,152742,37092,5977
0100000US,,United States,8111213,Upholstery and interior repair,A,All establishments,804,4 largest firms,2007,5,22322,4.7,6042,1444,163
0100000US,,United States,8111213,Upholstery and interior repair,A,All establishments,808,8 largest firms,2007,9,36665,7.7,9816,2318,281
0100000US,,United States,8111213,Upholstery and interior repair,A,All establishments,820,20 largest firms,2007,21,64677,13.5,21041,4888,572
0100000US,,United States,8111213,Upholstery and interior repair,A,All establishments,850,50 largest firms,2007,57,106315,22.2,35235,8479,982
0100000US,,United States,8111213,Upholstery and interior repair,T,Establishments subject to federal income tax,001,All firms,2007,1832,478850,100.0,152742,37092,5977
0100000US,,United States,8111213,Upholstery and interior repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,5,22322,4.7,6042,1444,163
0100000US,,United States,8111213,Upholstery and interior repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,9,36665,7.7,9816,2318,281
0100000US,,United States,8111213,Upholstery and interior repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,21,64677,13.5,21041,4888,572
0100000US,,United States,8111213,Upholstery and interior repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,57,106315,22.2,35235,8479,982
0100000US,,United States,811122,Automotive glass replacement shops,A,All establishments,001,All firms,2007,6978,3593360,100.0,992278,237404,31025
0100000US,,United States,811122,Automotive glass replacement shops,A,All establishments,804,4 largest firms,2007,1298,933291,26.0,268150,65142,7183
0100000US,,United States,811122,Automotive glass replacement shops,A,All establishments,808,8 largest firms,2007,1452,1066927,29.7,306393,74777,8221
0100000US,,United States,811122,Automotive glass replacement shops,A,All establishments,820,20 largest firms,2007,1582,1253582,34.9,358928,86374,9621
0100000US,,United States,811122,Automotive glass replacement shops,A,All establishments,850,50 largest firms,2007,1739,1476474,41.1,420918,101509,11229
0100000US,,United States,811122,Automotive glass replacement shops,T,Establishments subject to federal income tax,001,All firms,2007,6978,3593360,100.0,992278,237404,31025
0100000US,,United States,811122,Automotive glass replacement shops,T,Establishments subject to federal income tax,804,4 largest firms,2007,1298,933291,26.0,268150,65142,7183
0100000US,,United States,811122,Automotive glass replacement shops,T,Establishments subject to federal income tax,808,8 largest firms,2007,1452,1066927,29.7,306393,74777,8221
0100000US,,United States,811122,Automotive glass replacement shops,T,Establishments subject to federal income tax,820,20 largest firms,2007,1582,1253582,34.9,358928,86374,9621
0100000US,,United States,811122,Automotive glass replacement shops,T,Establishments subject to federal income tax,850,50 largest firms,2007,1739,1476474,41.1,420918,101509,11229
0100000US,,United States,81119,Other automotive repair and maintenance,A,All establishments,001,All firms,2007,27280,12324840,100.0,3718439,905740,227865
0100000US,,United States,81119,Other automotive repair and maintenance,A,All establishments,804,4 largest firms,2007,1098,812045,6.6,235290,58038,14175
0100000US,,United States,81119,Other automotive repair and maintenance,A,All establishments,808,8 largest firms,2007,1528,1245171,10.1,349358,86877,20454
0100000US,,United States,81119,Other automotive repair and maintenance,A,All establishments,820,20 largest firms,2007,2063,1919959,15.6,561919,140505,29475
0100000US,,United States,81119,Other automotive repair and maintenance,A,All establishments,850,50 largest firms,2007,3061,2663313,21.6,783266,195900,44193
0100000US,,United States,81119,Other automotive repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2007,27280,12324840,100.0,3718439,905740,227865
0100000US,,United States,81119,Other automotive repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2007,1098,812045,6.6,235290,58038,14175
