GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Firm concentration code,Meaning of Firm concentration code,Year,Number of establishments,"Sales ($1,000)",Sales of largest firms as percent of total sales (%),"Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12
0100000US,,United States,7225154,Bagel shops,001,All firms,2012,2349,1407746,100.0,342111,80746,22900
0100000US,,United States,7225154,Bagel shops,804,4 largest firms,2012,637,549475,39.0,131246,29902,8866
0100000US,,United States,7225154,Bagel shops,808,8 largest firms,2012,661,581298,41.3,139629,31945,9307
0100000US,,United States,7225154,Bagel shops,820,20 largest firms,2012,697,636040,45.2,154566,35439,10068
0100000US,,United States,7225154,Bagel shops,850,50 largest firms,2012,748,717533,51.0,177615,41238,11271
0100000US,,United States,7225155,Coffee shops,001,All firms,2012,19454,13229728,100.0,3118828,743724,209393
0100000US,,United States,7225155,Coffee shops,804,4 largest firms,2012,7713,D,D,D,D,m
0100000US,,United States,7225155,Coffee shops,808,8 largest firms,2012,7857,9082432,68.7,2069959,496114,117688
0100000US,,United States,7225155,Coffee shops,820,20 largest firms,2012,8054,9254331,70.0,2111459,505814,120847
0100000US,,United States,7225155,Coffee shops,850,50 largest firms,2012,8296,9483411,71.7,2164123,518651,124503
0100000US,,United States,7225156,Cookie shops,001,All firms,2012,591,214570,100.0,52159,12743,4580
0100000US,,United States,7225156,Cookie shops,804,4 largest firms,2012,64,33150,15.4,5948,1700,590
0100000US,,United States,7225156,Cookie shops,808,8 largest firms,2012,90,46601,21.7,9478,2572,830
0100000US,,United States,7225156,Cookie shops,820,20 largest firms,2012,127,73248,34.1,15864,4002,1243
0100000US,,United States,7225156,Cookie shops,850,50 largest firms,2012,188,110020,51.3,24649,6036,1965
0100000US,,United States,7225157,Other snack and nonalcoholic beverage bars,001,All firms,2012,9031,6501863,100.0,1628239,370859,116560
0100000US,,United States,7225157,Other snack and nonalcoholic beverage bars,804,4 largest firms,2012,1107,2579133,39.7,591091,133466,41136
0100000US,,United States,7225157,Other snack and nonalcoholic beverage bars,808,8 largest firms,2012,1215,2827243,43.5,653896,147811,45522
0100000US,,United States,7225157,Other snack and nonalcoholic beverage bars,820,20 largest firms,2012,1613,3222607,49.6,758679,172422,52272
0100000US,,United States,7225157,Other snack and nonalcoholic beverage bars,850,50 largest firms,2012,1871,3609606,55.5,853665,194774,58278
